Names	!color
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_2_H_T_1A_8-GCA_000979475	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979495	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979505	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979515	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979555	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979575	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979585	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979595	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979635	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979655	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979665	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979675	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979685	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979735	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979745	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979755	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979765	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979815	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979825	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979845	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979855	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979895	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979915	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979925	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979935	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_1_H_A_2_2-GCA_000979975	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979995	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980005	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980025	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980055	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980075	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980085	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980105	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980135	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980155	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000980175	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_001027005	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_flavescens-GCA_001304615	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_001315865	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_horonobensis-GCA_001316205	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_001316305	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_795-GCA_001402855	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_DTU009-GCA_001512365	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_Ant1-GCA_001714685	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_A14-GCA_001729375	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_spelaei-GCA_002287235	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA363-GCA_002494545	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA43-GCA_002494845	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA376-GCA_002495565	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA411-GCA_002495725	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_002496095	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA47-GCA_002496495	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA289-GCA_002496565	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA135-GCA_002497045	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA293-GCA_002499445	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA361-GCA_002501645	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA323-GCA_002502805	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA591-GCA_002503455	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA301-GCA_002504605	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA5-GCA_002505485	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA338-GCA_002505825	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA423-GCA_002506095	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_002506415	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA383-GCA_002506455	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA398-GCA_002506845	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA369-GCA_002506915	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_002507065	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA7-GCA_002508465	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA392-GCA_002508475	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA304-GCA_002508505	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA402-GCA_002509325	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_UBA342-GCA_002509335	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_-GCA_003157235	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_-GCA_003164755	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_acetivorans-GCA_003249335	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_thermophila-GCA_003584605	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon_UBA282-GCA_002503365	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon_UBA151-GCA_002508385	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon_UBA470-GCA_002508425	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon-GCA_003551755	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon-GCA_003555325	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon-GCA_003559435	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-none-Methanosarcinaceae_archaeon-GCA_003565715	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methermicoccaceae-Methermicoccus-Methermicoccus_shengliensis-GCA_000711905	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archeaon_56_1174-GCA_001508185	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_Methan_01-GCA_001602645	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_Methan_02-GCA_001603195	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_Methan_03-GCA_001603205	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_Methan_04-GCA_001603225	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_ex4572_44-GCA_002254825	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_ex4484_138-GCA_002255135	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_UBA203-GCA_002503595	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-Methanosarcinales_archaeon_UBA261-GCA_002506015	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-ANME-2_cluster_archaeon_HR1-GCA_002926195	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-ANME-2_cluster_archaeon-GCA_003194445	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-ANME-2_cluster_archaeon-GCA_003336385	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-none-ANME-2_cluster_archaeon-GCA_003601535	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-Syntrophoarchaeum-Syntrophoarchaeum_caldarius-GCA_001766815	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-none-Syntrophoarchaeum-Syntrophoarchaeum_butanivorans-GCA_001766825	#006699
MHVG_1-none-none-none-none-MHVG_archaeon_B11_G17-B11_G17	#ff6699
MHVG_1-none-none-none-none-MHVG_archaeon_B13_G17-B13_G17	#ff6699
MHVG_1-none-none-none-none-MHVG_archaeon_B20_G9-B20_G9	#ff6699
MHVG_1-none-none-none-none-MHVG_archaeon_B7_G17-B7_G17	#ff6699
MHVG_1-none-none-none-none-MHVG_archaeon_B77_G9-B77_G9	#ff6699
Micrarchaeota-none-none-none-Micrarchaeum-Micrarchaeum_acidiphilum-GCA_001889985	#669900
Micrarchaeota-none-none-none-Micrarchaeum-Micrarchaeum_sp_AZ1-GCA_001896515	#669900
Micrarchaeota-none-none-none-none-Candidatus_Micrarchaeota_archaeon_ARMAN-2-Ga0052122	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG1_02_47_40-GCA_001871475	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG1_02_51_15-GCA_001871495	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG1_02_49_24-GCA_001871535	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG1_02_55_22-GCA_001871595	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG1_02_55_41-GCA_001871605	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG1_02_60_51-GCA_001871655	#669900
Micrarchaeota-none-none-none-none-Thermoplasmatales_archaeon_ARMAN-GCA_002204695	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_Mia14-GCA_002214165	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA514-GCA_002498635	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA524-GCA_002499095	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA96-GCA_002499375	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA95-GCA_002499405	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA523-GCA_002501775	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA581-GCA_002502725	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA267-GCA_002503145	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA448-GCA_002503225	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA93-GCA_002505035	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA615-GCA_002505145	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA510-GCA_002505655	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_UBA97-GCA_002507385	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG11_big_fil_rev_8_21_14_0_20_47_5-GCA_002762955	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG10_big_fil_rev_8_21_14_0_10_60_32-GCA_002763205	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG09_land_8_20_14_0_10_60_16-GCA_002763255	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG09_land_8_20_14_0_10_55_25-GCA_002763275	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11-GCA_002763345	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG10_big_fil_rev_8_21_14_0_10_59_7-GCA_002778425	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG10_big_fil_rev_8_21_14_0_10_45_29-GCA_002778455	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_49_17-GCA_002778915	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG06_land_8_20_14_3_00_50_6-GCA_002779685	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG_4_10_14_0_8_um_filter_60_7-GCA_002785255	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG10_big_fil_rev_8_21_14_0_10_54_18-GCA_002785565	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG_4_10_14_0_2_um_filter_60_11-GCA_002792915	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG_4_10_14_0_2_um_filter_55_9-GCA_002792935	#669900
Micrarchaeota-none-none-none-none-Micrarchaeota_archaeon_CG_4_10_14_0_2_um_filter_49_7-GCA_002792955	#669900
Nanoarchaeota-none-Nanoarchaeales-Nanoarchaeaceae-Nanoarchaeum-Nanoarchaeum_equitans-GCA_000008085	#ccff00
Nanoarchaeota-none-Nanoarchaeales-Nanopusillaceae-Nanobsidianus-Nanobsidianus_stetteri-GCA_000387965	#ccff00
Nanoarchaeota-none-Nanoarchaeales-Nanopusillaceae-Nanobsidianus-Nanobsidianus_stetteri-GCA_003086415	#ccff00
Nanoarchaeota-none-Nanoarchaeales-Nanopusillaceae-Nanobsidianus-Nanobsidianus_stetteri-GCA_003086475	#ccff00
Nanoarchaeota-none-Nanoarchaeales-Nanopusillaceae-Nanopusillus-Nanopusillus_acidilobi-GCA_001552015	#ccff00
Nanoarchaeota-none-none-none-Nanoclepta-Nanoclepta_minutus-GCA_003568775	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_SCGC_AAA011-L22-GCA_000380905	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_SCGC_AAA011-J2-GCA_000402255	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_SCGC_AAA011-L15-GCA_000402475	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_SCGC_AAA011-K22-GCA_000402735	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_SCGC_AAA011-D5-GCA_000405225	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_JGI_OTU-2-GCA_000494085	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_JGI_OTU-1-GCA_000494105	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon_NZ13-N-GCA_003344645	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon-GCA_003660885	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon-GCA_003660925	#ccff00
Nanoarchaeota-none-none-none-none-Nanoarchaeota_archaeon-GCA_003660945	#ccff00
Euryarchaeota-Nanohaloarchaeota-none-none-Nanosalina-Nanosalina_sp_J07AB43-GCA_000220375	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-Nanosalinarum-Nanosalinarum_sp_J07AB56-GCA_000220355	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Haloredivivus_sp_G17-GCA_000236195	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_AB578-D14-GCA_000740075	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_B1-Br10_U2g1-GCA_001563875	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_B1-Br10_U2g19-GCA_001563905	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_B1-Br10_U2g21-GCA_001563915	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_PL-Br10_U2g16-GCA_001563995	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_PL-Br10_U2g27-GCA_001564035	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_B1-Br10_U2g29-GCA_001564145	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_PL-Br10_U2g19-GCA_001564195	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_PL-Br10_U2g5-GCA_001564205	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_SG9-GCA_001761425	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_SW_7_46_7-GCA_003009775	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_SW_7_43_1-GCA_003009795	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_SW_4_43_9-GCA_003009815	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_SW_10_44_10-GCA_003009825	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaea_archaeon_QH_8_44_6-GCA_003009845	#99ff99
Euryarchaeota-Nanohaloarchaeota-none-none-none-Nanohaloarchaeota_archaeon-GCA_003554305	#99ff99
