Names	!color
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanolinea-Methanolinea_sp_UBA477-GCA_002509485	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanolinea-Methanolinea_sp_UBA473-GCA_002509495	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanolinea-Methanolinea_sp_UBA155-GCA_002509505	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_boonei-GCA_000017625	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_formicica-GCA_000327485	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA247-GCA_002495055	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA471-GCA_002495065	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA244-GCA_002495775	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA450-GCA_002497445	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA278-GCA_002497485	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA434-GCA_002498295	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA143-GCA_002499025	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA154-GCA_002502245	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA64-GCA_002502735	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA274-GCA_002506145	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA452-GCA_002506785	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA276-GCA_002508495	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_UBA469-GCA_002509345	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_002835825	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003135915	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003136075	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003141335	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003153835	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003154335	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003157895	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003170075	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003170955	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula-Methanoregula_sp_-GCA_003170975	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanosphaerula-Methanosphaerula_palustris-GCA_000021965	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-none-Methanoregulaceae_archaeon_UBA288-GCA_002495225	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-none-Methanoregulaceae_archaeon_UBA467-GCA_002503825	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanospirillaceae-Methanospirillum-Methanospirillum_hungatei-GCA_000013445	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanospirillaceae-Methanospirillum-Methanospirillum_stamsii-GCA_003173335	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanospirillaceae-Methanospirillum-Methanospirillum_lacunae-GCA_003173355	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanospirillaceae-Methanospirillum-Methanospirillum_hungatei-GCA_003251955	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_53_19-GCA_001508695	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-methanogenic_archaeon_mixed_culture_ISO4-G1-GCA_001563305	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_Methan_05-GCA_001602685	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_Methan_06-GCA_001602695	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_Methan_07-GCA_001603255	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_UBA81-GCA_002496135	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_HGW-Methanomicrobiales-6-GCA_002839575	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_HGW-Methanomicrobiales-5-GCA_002839585	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_HGW-Methanomicrobiales-3-GCA_002839605	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_HGW-Methanomicrobiales-4-GCA_002839625	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_HGW-Methanomicrobiales-2-GCA_002839645	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon_HGW-Methanomicrobiales-1-GCA_002839675	#006699
Euryarchaeota-Methanomicrobia-Methanomicrobiales-none-none-Methanomicrobiales_archaeon-GCA_003160755	#006699
Euryarchaeota-Methanonatronarchaeia-Methanonatronarchaeales-Methanonatronarchaeaceae-Methanohalarchaeum-Methanohalarchaeum_thermophilum-GCA_001914405	#006699
Euryarchaeota-Methanonatronarchaeia-Methanonatronarchaeales-Methanonatronarchaeaceae-Methanonatronarchaeum-Methanonatronarchaeum_thermophilum-GCA_002153915	#006699
Euryarchaeota-Methanonatronarchaeia-none-none-none-Methanonatronarchaeia_archaeon-GCA_003555005	#006699
Euryarchaeota-Methanomicrobia-Methanophagales-none-none-ANME-1_cluster_archaeon_ex4572_4-GCA_002254785	#006699
Euryarchaeota-Methanomicrobia-Methanophagales-none-none-ANME-1_cluster_archaeon-GCA_003194425	#006699
Euryarchaeota-Methanomicrobia-Methanophagales-none-none-ANME-1_cluster_archaeon-GCA_003194435	#006699
Euryarchaeota-Methanomicrobia-Methanophagales-none-none-ANME-1_cluster_archaeon-GCA_003336485	#006699
Euryarchaeota-Methanomicrobia-Methanophagales-none-none-ANME-1_cluster_archaeon-GCA_003601545	#006699
Euryarchaeota-Methanomicrobia-Methanophagales-none-none-ANME-1_cluster_archaeon-GCA_003601795	#006699
Euryarchaeota-Methanopyri-Methanopyrales-Methanopyraceae-Methanopyrus-Methanopyrus_kandleri-GCA_000007185	#006699
Euryarchaeota-Methanopyri-Methanopyrales-Methanopyraceae-Methanopyrus-Methanopyrus_sp_SNP6-GCA_002201895	#006699
Euryarchaeota-Methanopyri-Methanopyrales-Methanopyraceae-Methanopyrus-Methanopyrus_sp_KOL6-GCA_002201915	#006699
Euryarchaeota-Methanopyri-none-none-none-Methanopyri_archaeon_JdFR-15-GCA_002010035	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-Methanoperedens-Methanoperedens_nitroreducens-GCA_000685155	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-Methanoperedens-Methanoperedens_sp_BLZ1-GCA_001317315	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-Methanoperedens-Methanoperedens_sp_BLZ2-GCA_002487355	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-Methanoperedens-Methanoperedens_sp_UBA453-GCA_002496325	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-Methanoperedens-Methanoperedens_sp_-GCA_002634415	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-Methanoperedens-Methanoperedens_nitroreducens-GCA_900196725	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-none-Methanoperedenaceae_archaeon_HGW-Methanoperedenaceae-1-GCA_002839545	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanoperedenaceae-none-Methanoperedenaceae_archaeon-GCA_003104905	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_thermoacetophila-GCA_000014945	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_soehngenii-GCA_000204415	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_000235565	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_SDB-GCA_001412415	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_001508615	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_001509375	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_NSM2-GCA_002256575	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_NSP1-GCA_002256595	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_ASP1-1-GCA_002256605	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_ASP1-2-GCA_002256645	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_ASM2-GCA_002256665	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_ASO1-GCA_002256715	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA458-GCA_002496085	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002496165	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA356-GCA_002496465	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002497555	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002497705	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002497945	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002498505	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA533-GCA_002498745	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA204-GCA_002501765	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002502405	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA70-GCA_002502475	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002502785	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002503085	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA243-GCA_002503445	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002503805	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002503835	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002505025	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA80-GCA_002505805	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA114-GCA_002506335	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_harundinacea-GCA_002506535	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA372-GCA_002507035	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanosaeta_sp_UBA332-GCA_002507265	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_sp_-GCA_003157115	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_sp_-GCA_003157915	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_sp_-GCA_003162615	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_sp_-GCA_003170635	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-Methanothrix-Methanothrix_sp_-GCA_003857025	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosaetaceae-none-Methanosaetaceae_archaeon_UBA116-GCA_002494745	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides-Methanococcoides_burtonii-GCA_000013725	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides-Methanococcoides_methylutens-GCA_000765475	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides-Methanococcoides_methylutens-GCA_000970325	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides-Methanococcoides_sp_EBM-47-GCA_001896725	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides-Methanococcoides_vulcani-GCA_900111645	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalobium-Methanohalobium_evestigatum-GCA_000196655	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_mahii-GCA_000025865	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_sp_T328-1-GCA_001577555	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_sp_DAL1-GCA_001683555	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_sp_2-GBenrich-GCA_001726015	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_portucalensis-GCA_001888095	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_halophilus-GCA_001889405	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_portucalensis-GCA_002761295	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_euhalobius-GCA_002973515	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_halophilus-GCA_003722055	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_portucalensis-GCA_003722115	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_euhalobius-GCA_003722155	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_sp_-GCA_003940385	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_sp_-GCA_003940405	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_halophilus-GCA_900106905	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_portucalensis-GCA_900177455	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanohalophilus-Methanohalophilus_euhalobius-GCA_900215215	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_psychrophilus-GCA_000306725	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_tindarius-GCA_000504205	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_sp_T82-4-GCA_001577565	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_psychrotolerans-GCA_002243045	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_sp_UBA474-GCA_002501695	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_sp_UBA32-GCA_002507205	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_sp_UBA118-GCA_002508635	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_vulcani-GCA_003251595	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_vulcani-GCA_900100715	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus-Methanolobus_profundi-GCA_900114835	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanomethylovorans-Methanomethylovorans_hollandica-GCA_000328665	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosalsum-Methanosalsum_zhilinae-GCA_000217995	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosalsum-Methanosalsum_natronophilum-GCA_003838235	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000007065	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_acetivorans-GCA_000007345	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_000195895	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000341715	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_soligelidi-GCA_000744315	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_thermophila-GCA_000969885	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_vacuolata-GCA_000969905	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_thermophila-GCA_000969925	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_Kolksee-GCA_000969945	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_WWM596-GCA_000969965	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_000969985	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_WH1-GCA_000970005	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_000970025	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_MTP4-GCA_000970045	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_000970065	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_siciliae-GCA_000970085	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_siciliae-GCA_000970125	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_siciliae-GCA_000970145	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000970165	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000970185	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000970205	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000970225	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000970245	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_lacustris-GCA_000970265	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_horonobensis-GCA_000970285	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_barkeri-GCA_000970305	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000978935	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000978945	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000978955	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000978965	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979015	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979025	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979035	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979045	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979095	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979105	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979115	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979125	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979175	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979185	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979195	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979205	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979255	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979265	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979275	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_1_H_T_1A_1-GCA_000979295	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979335	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979345	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_mazei-GCA_000979375	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_2_H_A_1B_4-GCA_000979385	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_2_H_T_1A_15-GCA_000979415	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_2_H_T_1A_3-GCA_000979425	#006699
Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanosarcina-Methanosarcina_sp_2_H_T_1A_6-GCA_000979455	#006699
